Language name,Language family,Concept,Word written in corresponding language,Number of senses,Synonyms number,Sense_1,Sense_2,Sense_3,Sense_4,Sense_5,Sense_6,Sense_7,Sense_8,Sense_9,Sense_10,Sense_11,Sense_12,Sense_13,Sense_14,Sense_15,Sense_16,Sense_17,Sense_18,Sense_19,Sense_20,Sense_21,,,,
Polish,Indo-European,round,okrągły,3,0 ,Circle,Fat,Round,,,,,,,,,,,,,,,,,,,,,,
Polish,Indo-European,say,powiedzieć,1,0 ,Say,,,,,,,,,,,,,,,,,,,,,,,,
Polish,Indo-European,see_look,wyglądać,1,2 ,Look,,,,,,,,,,,,,,,,,,,,,,,,
Polish,Indo-European,see_look,zobaczyć,1,2 ,See,,,,,,,,,,,,,,,,,,,,,,,,
Polish,Indo-European,sky,niebo,2,0 ,"Paradise,Heaven",Sky,,,,,,,,,,,,,,,,,,,,,,,
Polish,Indo-European,sleep,sen,2,0 ,Dream,Sleep,,,,,,,,,,,,,,,,,,,,,,,
Polish,Indo-European,small,mały,3,0 ,Little,Lowercase,Small,,,,,,,,,,,,,,,,,,,,,,
Polish,Indo-European,square,kwadrat,1,0 ,Square,,,,,,,,,,,,,,,,,,,,,,,,
Polish,Indo-European,stand,stać,2,0 ,Stand,Stop,,,,,,,,,,,,,,,,,,,,,,,
Polish,Indo-European,stone,kamień,3,0 ,Flint,Jewel,Stone,,,,,,,,,,,,,,,,,,,,,,
Polish,Indo-European,sun,słońce,2,0 ,Sun,"Sunshine,Sunlight",,,,,,,,,,,,,,,,,,,,,,,
Polish,Indo-European,that,że,1,0 ,That,,,,,,,,,,,,,,,,,,,,,,,,
Polish,Indo-European,this,to,1,0 ,This,,,,,,,,,,,,,,,,,,,,,,,,
Polish,Indo-European,three,trzy,1,0 ,Three,,,,,,,,,,,,,,,,,,,,,,,,
Polish,Indo-European,tree,drzewo,3,0 ,Timber,Tree,Wood,,,,,,,,,,,,,,,,,,,,,,
Polish,Indo-European,two,dwa,1,0 ,Two,,,,,,,,,,,,,,,,,,,,,,,,
Polish,Indo-European,water,woda,1,0 ,Water,,,,,,,,,,,,,,,,,,,,,,,,
Polish,Indo-European,what,co,2,0 ,Anything,What,,,,,,,,,,,,,,,,,,,,,,,
Polish,Indo-European,white,biały,1,0 ,White,,,,,,,,,,,,,,,,,,,,,,,,
Polish,Indo-European,who,kto,1,0 ,Who,,,,,,,,,,,,,,,,,,,,,,,,
Polish,Indo-European,woman,kobieta,4,0 ,Female,She,Skirt,Woman,,,,,,,,,,,,,,,,,,,,,
Polish,Indo-European,you,ty,1,0 ,You,,,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,bad,mau,5,0 ,Bad,"Debased,Evil, Wicked",Harmful,Lame,Unpleasant,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,big,Grande,7,0 ,Big,"Great,Superior","Grown-Up,Adult",High,Intense,Long,"Significant,Important",,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,bird,Ave,3,0 ,Bird,Fowl,Trickster,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,black,preto,2,0 ,Black,Filthy,,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,blood,Sangue,1,0 ,Blood,,,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,bone,osso,2,0 ,Bone,Remains,,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,cold,Frio,2,0 ,Cold,Cool,,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,come,vir,6,0 ,Be,Be Back,Come,End,Happen,"Reach,Arrive",,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,die,morrer,2,0 ,Die,Die Down,,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,dog,Cão,2,0 ,Dog,Hammer,,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,drink,beber,6,0 ,Absorb,Booze,Drink,Drink Away,Swallow,Take,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,ear,Orelha,2,0 ,Ear,Flap,,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,earth_soil,Solo,2,2 ,Land,Soil,,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,earth_soil,terra,5,2 ,Country,Earth,Ground,Land,Mud,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,eat,Comer,10,0 ,Be Consumed,Burn,Capture,Corrode,Disappear,Eat,Food,Miss Out,Squander,Steal,,,,,,,,,,,,,,,
Portuguese,Indo-European,eye,Olho,2,0 ,Eye,Look,,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,fire,Fogo,4,0 ,Fire,Heat,Home,Light,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,foot,Pé,7,0 ,Base,Excuse,Foot,Paw,Plant(N),Stage,Stem,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,give,DAR,11,0 ,Beat,Deal,Dedicate,Equal,Give,Happen,Let Out,Pass,Produce,Take,Wind,,,,,,,,,,,,,,
Portuguese,Indo-European,go,ir,9,0 ,Be,Continue,Disappear,Enter,Get,Go,Keep On,Leave,"Pass,Go By",,,,,,,,,,,,,,,,
Portuguese,Indo-European,good,bom,7,0 ,Best,Big,Easy,Good,Kind,Right,Tight Sopt,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,hand,Mão,6,0 ,Coat,Control,Hand,Handful,Handle(V),Side,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,head,Cabeça,6,0 ,Brain Or Mind,"Chief,Leader",Hair Or Hairstyle,Head,Head First,Start Or End Of A Thing,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,hear_listen,escutar,4,2 ,Accept One'S Advice/Opinion,Hear,Listen,Pay Attention To,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,hear_listen,Ouvir,2,2 ,Hear,Listen,,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,heart,Coração,3,0 ,Breast,Heart,Lover,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,hot,quente,7,0 ,Burning,Enthusiastic,Heated,Hot,Intense,Tipsy,Warm,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,human,ser humano,5,0 ,Creature,Human,Man,Mortal,"Person,People",,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,I,EU,1,0 ,I,,,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,long,longo,2,0 ,Lengthy,Long,,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,man,Homem,4,0 ,Fully Grown,Guy,Male,Man,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,many,Muitos,3,0 ,Lots Of,Many,Very,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,moon,Lua,1,0 ,Moon,,,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,mouth,Boca,4,0 ,Gullet,Mouth,Muzzle,Opening,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,new,novo,3,0 ,New,New Thing,Young,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,night,noite,5,0 ,Dark,Evening,Good Evening,Night,Nightlife,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,not,Não,2,0 ,No,Not,,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,old,Velho,2,0 ,Old,Old People,,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,one,Um,4,0 ,"Intial, The First",One,Some,Some One,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,person,Pessoa,2,0 ,Human,Person,,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,rain,A Chuva,1,0 ,Rain,,,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,round,redondo,4,0 ,Entirely,Fat,Rotund,Round,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,say,Dizer,5,0 ,"Match, Go With",Recite,Say,"Talk,Speak",Tell,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,see_look,olhar,5,2 ,Behold,Look,Look At Each Other,Pay Attention To,View,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,see_look,Ver,10,2 ,Analyse,Be,Be Seen,Be Visible,Check,Look,See,See Oneself,View,Witness,,,,,,,,,,,,,,,
Portuguese,Indo-European,sky,céu,2,0 ,"Paradise,Heaven",Sky,,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,sleep,Dormir,1,0 ,Sleep,,,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,small,pequeno,5,0 ,Child,Little People,Narrow Minded,Short,Small,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,square,quadrado,8,0 ,Complete,Phalanx,Quadratic,Short And Sturdy,Silly,Square,Square Number,Square(N),,,,,,,,,,,,,,,,,
Portuguese,Indo-European,stand,aguentar,7,0 ,Endure,Hold Back,Insist,Last(V),Stand,Take,Withstand,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,stone,Stone,5,0 ,Block Of Ice,Hailstone,Jewel,Piece,Stone,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,sun,Sol,2,0 ,Sun,"Sunshine,Sunlight",,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,that,Que,3,0 ,That,The,This,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,this,este,2,0 ,This,This One,,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,three,Três,2,0 ,The Third,Three,,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,tree,árvore,2,0 ,Beanpole,Tree,,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,two,Dois,2,0 ,A Couple Of,Two,,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,water,água,6,0 ,Baths,Rain,"River,Lake,Sea Etc,Waters",Stupor,Tear,Water,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,what,que,3,0 ,So That,That,What,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,white,Branco,5,0 ,Blank,Fair-Skinned,Pure,Unaged,White,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,who,Quem,1,0 ,Who,,,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,woman,mulher,3,0 ,Female,Wife,Woman,,,,,,,,,,,,,,,,,,,,,,
Portuguese,Indo-European,you,Você,1,0 ,You,,,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,bad,плохой(plokhoy),4,0 ,Bad,Ill,In A Bad Mood,Weak,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,big,большой(bol'shoy),5,0 ,Big,Famous,"Grown-Up,Adult",Many,Many People,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,bird,птица(ptitsa),2,0 ,Bird,Fowl,,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,black,чёрный(chornyy),7,0 ,Black,Cumbersome,"Dejected,Dismal",Dirty,Ferocious,Plebeian,The Back,,,,,,,,,,,,,,,,,,
Russian,Indo-European,blood,кровь(krov'),2,0 ,Blood,Descent,,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,bone,кость(kost'),1,0 ,Bone,,,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,cold,холод(kholod),2,0 ,Cold,"Indifferent,Unemotional,Insensitive",,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,come,приити,3,0 ,Come,Feel,"Reach,Arrive",,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,die,умереть(umeret'),2,0 ,Die,"Perish,Wither",,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,dog,собака(sobaka),3,0 ,Despicable People,Dog,Expert,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,drink,пить(pit'),3,0 ,Booze,Drink,Toast,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,ear,ухо(ukho),3,0 ,Ear,Hearing,Lug,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,earth_soil,земля(zemlya),6,2 ,Earth,Field,Ground,Land,Soil,Territory,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,earth_soil,почва(pochva),2,2 ,Foundation,Soil,,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,eat,есть,4,0 ,Blame,Corrode,Eat,Stings,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,eye,глаз(glaz),3,0 ,Eye,Look After,"Sight,Vision",,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,fire,огонь(ogon'),5,0 ,Enthusiasm,Fire,Firepower,Flame,Light,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,foot,нога(noga),3,0 ,Bottom,Foot,Leg,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,give,дать,7,0 ,Beat,Bring,Estimate,Give,Hold,Offer,Produce,,,,,,,,,,,,,,,,,,
Russian,Indo-European,go,иди(idi),12,0 ,"Be Engaged In,Undertake",Bring Away,Drop Or Fall,Go,Go Forward,Imitate,Leave For,Move,Pass Through,"Pass,Go By","Take Action, Prepare","Work, Be Going",,,,,,,,,,,,,
Russian,Indo-European,good,хороший,6,0 ,Beautiful,Big,Good,Intimate,Noble,Used To Indicate Dissatisfaction,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,hand,рука(ruka),5,0 ,Arm,Hand,Handwriting,Side,Supporter,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,head,голова(golova),6,0 ,A Person Of A Certain Quality And Character,Brain Or Mind,"Chief,Leader",Head,The Top Part,Used To Measure…,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,hear_listen,прослушать(proslushat'),1,2 ,Listen,,,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,hear_listen,слышать(slyshat'),3,2 ,Feel,Hear,Hear Of,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,heart,сердце(serdtse),3,0 ,Core,Emotion,Heart,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,hot,жаркий(zharko),3,0 ,Enthusiastic,Hot,Tropical,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,human,человечество,1,0 ,Human,,,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,I,я(ya),2,0 ,"Ego,Self",I,,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,long,долгий,1,0 ,Long,,,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,man,мужчина ,1,2 ,Man,,,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,man,человек(chelovek),4,2 ,Human,Individual,Man,"People,Person",,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,many,многие(mnogiye),2,0 ,Many,Most,,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,moon,луна(luna),2,0 ,Moon,Satellite,,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,mouth,рот(rot),1,0 ,Mouth,,,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,new,новые(novyye),3,0 ,Modern,New,Unfamiliar,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,night,ночь(noch'),1,0 ,Night,,,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,not,не(ne),2,0 ,No,Not,,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,old,старый(staryy),6,0 ,Aged,Ancient,Former,Old,Original,Outdated,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,one,один(odin0,6,0 ,Alone,One,One Of,Some One,The Only One,The Same Thing,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,rain,дождь(dozhd'),2,0 ,Rain,Things Falling Like Rain,,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,round,круглый,4,0 ,Complete,Integral,Round,Whole,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,say,говорить ,4,0 ,Address,Prove,Say,"Talk,Speak",,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,see_look,смотреть,6,2 ,Diagnose,Imitate,Look,Look After,Treat,Visit,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,see_look,увидеть(uvidet'),4,2 ,Experience,Meet,See,Understand,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,sky,небо(Nebo),3,0 ,"Paradise,Heaven",Roof Of The Mouth,Sky,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,sleep,спать(spat'),2,0 ,Downhearted,Sleep,,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,small,небольшой(nebol'shoy),3,0 ,Insignificant,Short,Small,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,square,квадратный,2,0 ,Square,Square(N),,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,stand,стоять(stoyat'),7,0 ,Be,Exist,"Having,Be Located In","Protect,Guard",Stand,"Stationedat,Postedto",Stop,,,,,,,,,,,,,,,,,,
Russian,Indo-European,stone,камень(kamen'),2,0 ,Calculi,Stone,,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,sun,солнце(solntse),3,0 ,"Source, Source Of Life",Sun,"Sunshine,Sunlight",,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,that,тот,1,0 ,That,,,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,this,этот(eto),2,0 ,This,This Kind,,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,three,три(Tri),1,0 ,Three,,,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,tree,дерево(derevo),1,0 ,Tree,,,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,two,два(dva),1,0 ,Two,,,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,water,вода(voda),7,0 ,Beverage,"Empty Talk, Nonsense",Mineral Water,"River,Lake,Sea Etc,Waters",Water,"Water Level,Waterway",Wave,,,,,,,,,,,,,,,,,,
Russian,Indo-European,what,что(chto),4,0 ,Anything,How,That,What,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,white,белый(belyy),3,0 ,Light Colored,Reactionary,White,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,who,кто(kto),2,0 ,Who,"Whoerver,Anybody",,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,woman,женщина,2,0 ,Married Woman,Woman,,,,,,,,,,,,,,,,,,,,,,,
Russian,Indo-European,you,ты(ty),1,0 ,You,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,bad,dona,1,0 ,Bad,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,big,mòr,1,0 ,Big,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,bird,eun,1,0 ,Bird,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,black,Dubh,1,0 ,Black,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,blood,fuil,2,0 ,Blood,Gore,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,bone,cnàmh,1,0 ,Bone,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,cold,fuar,1,0 ,Cold,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,come,thig,2,0 ,Come,"Reach,Arrive",,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,die,bàsach,1,0 ,Die,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,dog,cù,1,0 ,Dog,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,drink,deoch,1,0 ,Drink,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,ear,cluais,1,0 ,Ear,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,earth_soil,"talamh,ùir",3,0 ,Earth,Ground,Land,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,eat,ithe,1,0 ,Eat,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,eye,sùil,1,0 ,Eye,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,fire,teine,1,0 ,Fire,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,foot,troigh,1,0 ,Foot,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,give,thoir,3,0 ,Bring,Give,Take,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,go,rach,2,0 ,Continue,Go,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,good,math,1,0 ,Good,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,hand,làmh,1,0 ,Hand,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,head,ceann,3,0 ,"Cover,Stopper",Head,Top,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,hear_listen,èist,2,0 ,Hear,Listen,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,heart,cridhe,1,0 ,Heart,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,hot,teth,1,0 ,Hot,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,human,daonna,1,0 ,Human,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,I,mi,1,0 ,I,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,long,fada,1,0 ,Long,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,man,duine,2,2 ,Anyone,Man,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,man,fear,1,2 ,Man,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,many,mòran,1,0 ,Many,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,moon,gealach,1,0 ,Moon,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,mouth,beul,1,0 ,Mouth,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,new,ùr,1,0 ,New,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,night,oidhche,1,0 ,Night,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,not,cha,2,0 ,No,Not,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,old,seann,1,0 ,Old,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,one,aon,2,0 ,One,"Only,Just",,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,round,cruinn,1,0 ,Round,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,say,abair,3,0 ,Say,"Talk,Speak",Tell,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,see_look,seall,2,0 ,Look,See,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,sky,speur,1,0 ,Sky,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,sleep,cadal,1,0 ,Sleep,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,small,beag,4,0 ,Insignificant,Little,Minor,Small,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,square,ceàrnag,1,0 ,Square,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,stand,seas,1,0 ,Stand,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,stone,chlach,1,0 ,Stone,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,sun,grian,1,0 ,Sun,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,that,sin,2,0 ,That,Those,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,this,seo,1,0 ,This,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,three,trì,1,0 ,Three,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,tree,craobh,1,0 ,Tree,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,two,dhà,1,0 ,Two,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,water,uisge(n),1,0 ,Water,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,what,dè,2,0 ,What,Which,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,white,geal,1,0 ,White,,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,who,cò,3,0 ,What,Which,Who,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,woman,boireannach,2,0 ,Female,Woman,,,,,,,,,,,,,,,,,,,,,,,
Scottishgaelic,,you,thu,1,0 ,You,,,,,,,,,,,,,,,,,,,,,,,,
Shan,Tai-Kadai,bad,ႁုၵ်း /huk4/,1,0 ,Bad,,,,,,,,,,,,,,,,,,,,,,,,
Shan,Tai-Kadai,bird,ၼူၵ်ႉ /nok5/,1,0 ,Bird,,,,,,,,,,,,,,,,,,,,,,,,
Shan,Tai-Kadai,black,သီလမ် / sʰi1 lam1/,2,0 ,Black,Black Color,,,,,,,,,,,,,,,,,,,,,,,
Shan,Tai-Kadai,blood,လိူတ်ႈ /lɤt3 /,1,0 ,Blood,,,,,,,,,,,,,,,,,,,,,,,,
Shan,Tai-Kadai,bone,လုပ်ႇ / lup2 /,1,0 ,Bone,,,,,,,,,,,,,,,,,,,,,,,,
Shan,Tai-Kadai,come,တဝ်ႈ /taw3/,1,0 ,Come,,,,,,,,,,,,,,,,,,,,,,,,
Shan,Tai-Kadai,die,တၢႆ /taaj1/,1,0 ,Die,,,,,,,,,,,,,,,,,,,,,,,,
Shan,Tai-Kadai,dog,မႃ /maa1/,1,0 ,Dog,,,,,,,,,,,,,,,,,,,,,,,,
Shan,Tai-Kadai,drink,သူတ်ႉ /sʰot5/,3,0 ,Drink,Eat,Sip,,,,,,,,,,,,,,,,,,,,,,
Shan,Tai-Kadai,ear,သေႃးတႃႇ /sʰɔ4 taa2 /,1,0 ,Ear,,,,,,,,,,,,,,,,,,,,,,,,
Shan,Tai-Kadai,earth_soil,လိၼ် /lin1 /,3,0 ,Earth,Ground,Mud,,,,,,,,,,,,,,,,,,,,,,
Shan,Tai-Kadai,eat,တူပ်ႇ /top2 /,1,0 ,Eat,,,,,,,,,,,,,,,,,,,,,,,,
Shan,Tai-Kadai,eye,ၸၢၵ်ႈၶူ /tsaak3 kʰu1/,1,0 ,Eye,,,,,,,,,,,,,,,,,,,,,,,,
Shan,Tai-Kadai,fire,တေႇၸေႃႇ /ta2 tseɔ2 /,1,0 ,Fire,,,,,,,,,,,,,,,,,,,,,,,,
Shan,Tai-Kadai,foot,ပႃႇတႃႉ /paa2 taa5/,1,0 ,Foot,,,,,,,,,,,,,,,,,,,,,,,,
Shan,Tai-Kadai,give,ပၼ် /pan1 /,5,0 ,Allow,Give,Implying A Favor,Let,On Behalf Of,,,,,,,,,,,,,,,,,,,,
Shan,Tai-Kadai,go,ၽၢႆႈ /pʰaaj3/,1,0 ,Go,,,,,,,,,,,,,,,,,,,,,,,,
Shan,Tai-Kadai,hand,ႁတ်ႉထႃႉ /hat5 tʰaa5 /,1,0 ,Hand,,,,,,,,,,,,,,,,,,,,,,,,
Shan,Tai-Kadai,head,ၸိၵ်း /tsik4 /,3,0 ,Head,Summit,Top,,,,,,,,,,,,,,,,,,,,,,
Shan,Tai-Kadai,hear_listen,ၽင်း /pʰaŋ4/,2,0 ,Listen,Obey,,,,,,,,,,,,,,,,,,,,,,,
Shan,Tai-Kadai,heart,ႁတရႃႉ /ha1 ta1 raa5/,1,0 ,Heart,,,,,,,,,,,,,,,,,,,,,,,,
Shan,Tai-Kadai,hot,မႆႈ /maj3 /,4,0 ,Be Hot,Burn,Burning,Hot,,,,,,,,,,,,,,,,,,,,,
